Sampling_event,River,Location_Code,Replicate,Treatment,Control_first,Min_from_sunrise,Log_Flow_ms,Depth_cm,Width_m,LOG_Turb_mean_NTU,LOG_DO_mgL,LOG_Temp_mean_C,LOG_Light_mean_lux,LOG_Canopy_cover,totPredPA,TopPPA,Predvisits,TopPvisits,PredFirstV,Predtottime,TopPredTotTime,PredAttack,TopAttack,PredFirstA,LatencyPredFirstA,Trial_length_min,Trial_length_sec,Guppy_Number,Male_Female_ratio,Guppy_length_mm,Time,PC1,PC2,PC3,Sediment_type,Sediment_numeric,Quarry,UpDownStream,UpDownStreamCode,AP,SF,HM,HT,AH,AB,RQ,RD
se184,guanapo,5GuA1,2,control,y,228,0.278753601,55,4,0.413299764,1.187520721,1.406369835,3.442710182,1.708165858,1,1,12,8,217,60,52,0,0,900,0,15,900,10,0.4,20.9,am,-0.530224486,-3.294277785,0.761547664,pebbles,3,y,A,up,1,0,0,1,0,1,0,0
se185,guanapo,5GuA2,2,prey,n,254,0.28780173,61,7,0.346352974,1.193124598,1.415807728,3.818973055,0.004321374,1,1,4,4,239,41,26,0,0,900,0,15,900,10,0.4,20.9,am,2.726738688,-3.080596801,1.458089744,rock,4,n,A,up,1,0,0,1,0,0,1,0
se186,guanapo,5GuA3,2,prey,n,270,0,64,6,0.309630167,1.170261715,1.415974411,4.603390475,1.739809599,1,1,6,0,22,15,0,0,0,900,0,15,900,10,0.4,20.9,am,0.382092841,0.185601061,1.34562599,pebbles,3,n,A,up,0,0,0,1,0,1,0,0
se187,guanapo,5GuA1,2,prey,y,289,0.278753601,55,4,0.413299764,1.187520721,1.407560849,3.714497409,1.708165858,1,1,5,1,346,81,73,0,0,900,0,15,900,0,0.4,20.9,am,-0.27773322,-3.231122846,0.886684931,pebbles,3,n,A,up,1,0,0,1,0,1,0,0
se188,guanapo,5GuA2,2,control,n,317,0.28780173,61,7,0.346352974,1.193124598,1.421768401,4.007850154,0.004321374,1,1,1,1,222,7,7,0,0,900,0,15,900,0,NA,NA,am,2.996455283,-2.898685123,1.476636922,rock,4,y,A,up,1,0,0,1,0,0,0,0
se189,guanapo,5GuA3,2,control,n,334,0,64,6,0.309630167,1.170261715,1.426836454,4.527615338,1.739809599,1,1,1,1,151,15,15,0,0,900,0,15,900,0,NA,NA,am,0.517237612,0.468995118,1.161533851,pebbles,3,y,A,up,1,0,0,1,0,0,0,0
se190,guanapo,5GuB1,2,control,y,462,0,91,10,0.413299764,1.170261715,1.443262987,3.303167968,1.808750972,1,1,8,8,87,24,24,0,0,900,0,15,900,0,NA,NA,pm,0.667301639,1.458130557,0.334076884,pebbles,3,y,B,mid,1,0,0,1,0,0,0,0
se191,guanapo,5GuB2,2,control,y,483,0.173186268,47,7,0.414973348,1.176091259,1.441695136,3.960191464,1.755112266,1,1,1,1,345,2,2,0,0,900,0,15,900,0,NA,NA,pm,0.572395772,-1.255764338,-0.065566428,pebbles,3,y,B,mid,1,0,0,1,0,0,0,0
se192,guanapo,5GuB3,2,control,y,503,0.155336037,102,10.5,0.401400541,1.176091259,1.443419462,4.46128643,0.294466226,1,1,6,2,46,17,5,0,0,900,0,15,900,0,NA,NA,pm,4.158490203,0.135647204,1.860746735,rock,4,y,B,mid,0,0,0,1,0,1,0,0
se193,guanapo,5GuB1,2,prey,y,531,0,91,10,0.413299764,1.170261715,1.438858659,2.971521694,1.808750972,1,1,4,4,76,21,21,0,0,900,0,15,900,10,0.3,25.8,pm,0.305016379,1.301715762,0.220712293,pebbles,3,n,B,mid,1,0,0,1,0,0,0,0
se194,guanapo,5GuB2,2,prey,y,560,0.173186268,47,7,0.414973348,1.176091259,1.433129518,3.666124691,1.755112266,1,1,6,6,163,45,52,0,0,900,0,15,900,10,0.3,25.8,pm,0.165590853,-1.51976922,-0.103968729,pebbles,3,n,B,mid,1,0,0,1,0,0,0,0
se195,guanapo,5GuB3,2,prey,y,588,0.155336037,102,10.5,0.401400541,1.176091259,1.434249452,4.168945101,0.294466226,1,1,3,0,26,10,0,0,0,900,0,15,900,10,0.3,25.8,pm,3.742051868,-0.144411747,1.831295444,rock,4,n,B,mid,0,0,0,1,0,1,0,0
se196,turure,7TuA1,2,prey,n,420,0,93,2.7,0.561101384,1.230448921,1.435207103,4.566112917,1.781180721,1,1,25,25,137,385,385,7,0,652,248,15,900,10,0.2,25.4,pm,1.010935496,0.759886578,1.077171585,sand,2,n,A,up,0,0,0,1,0,0,0,0
se197,turure,7TuA2,2,prey,n,440,0,50,7,0.527629901,1.176091259,1.421274791,2.961169463,1.712986234,1,1,5,3,182,267,3,0,0,900,0,15,900,10,0.2,25.4,pm,-0.791176423,-0.200887429,-0.897349447,leaf_litter,5,n,A,up,0,0,0,1,1,0,0,0
se198,turure,7TuA3,2,prey,n,462,0,81,3,0.411619706,1.155336037,1.419294722,3.747468519,1.818093869,1,1,0,0,34,0,0,2,0,164,736,15,900,10,0.2,25.4,pm,-0.604592706,0.541176403,1.209240786,silt,1,n,A,up,0,0,0,1,0,0,0,0
se199,turure,7TuA1,2,control,n,491,0,93,2.7,0.561101384,1.230448921,1.428296814,3.746659882,1.781180721,1,1,19,19,86,38,38,0,0,900,0,15,900,0,NA,NA,pm,0.188713265,0.480216829,0.744118415,sand,2,y,A,up,0,0,0,1,0,0,0,0
se200,turure,7TuA2,2,control,n,509,0,50,7,0.527629901,1.176091259,1.422261451,2.938339566,1.712986234,1,0,1,0,299,17,0,0,0,900,0,15,900,0,NA,NA,pm,-0.792431992,-0.176971646,-0.922345289,leaf_litter,5,y,A,up,0,0,0,0,1,0,0,0
se201,turure,7TuA3,2,control,n,529,0,81,3,0.411619706,1.155336037,1.417471693,3.580377488,1.818093869,1,1,0,0,39,0,0,0,0,900,0,15,900,0,NA,NA,pm,-0.779849721,0.473018471,1.146847268,silt,1,y,A,up,0,0,0,1,0,0,0,0
se202,aripo,6ArC1,2,control,y,197,0,55,5,0.701567985,0.995635195,1.4448252,3.03760974,1.797128988,1,1,32,23,200,627,703,1,0,898,2,15,900,0,NA,NA,am,-1.461305779,1.722078854,-1.190491351,leaf_litter,5,n,C,down,1,1,0,1,0,1,0,1
se203,aripo,6ArC2,2,control,y,216,0,50,8.5,0.800029359,1.025305865,1.445915414,3.225689123,1.837335868,1,1,24,13,156,293,165,0,0,900,0,15,900,0,NA,NA,am,-0.710048773,1.559220402,-1.984890956,leaf_litter,5,n,C,down,1,1,0,1,0,1,0,1
se204,aripo,6ArC3,2,control,y,235,0,70,12,0.91750551,0.991226076,1.45484486,4.248842702,1.092018471,1,1,2,1,450,10,4,0,0,900,0,15,900,0,NA,NA,am,1.951334526,2.58612147,-1.476896279,pebbles,3,n,C,down,0,1,0,1,0,0,0,1
se205,aripo,6ArC1,2,prey,y,262,0,55,5,0.701567985,0.995635195,1.44684771,3.446526294,1.797128988,1,1,25,12,63,799,1295,29,25,297,603,15,900,10,0.2,27.7,am,-1.077187223,1.823298382,-1.005289762,leaf_litter,5,y,C,down,1,1,0,1,0,0,0,1
se206,aripo,6ArC2,2,prey,y,281,0,50,8.5,0.800029359,1.025305865,1.450403086,2.745176323,1.837335868,1,1,25,18,207,594,579,69,66,147,753,15,900,10,0.2,27.7,am,-1.035383154,1.624854951,-2.294011636,leaf_litter,5,y,C,down,1,1,1,1,0,1,0,1
se207,aripo,6ArC3,2,prey,y,300,0,70,12,0.91750551,0.991226076,1.455606113,4.061982583,1.092018471,1,1,15,8,306,328,139,1,1,693,207,15,900,10,0.2,27.7,am,1.806753849,2.585188872,-1.583991911,pebbles,3,y,C,down,1,1,1,1,0,0,0,1
se208,st joseph,1StC1,2,control,y,493,0,53,7,0.457881897,1.198657087,1.451325808,3.005579434,1.837146344,1,1,34,33,146,310,386,0,0,900,0,15,900,0,NA,NA,pm,-0.243113344,0.542868824,-1.000040752,rock,4,y,C,down,1,1,0,0,0,1,0,0
se209,st joseph,1StC2,2,control,y,513,0.017033339,50,7.5,0.330413773,1.193124598,1.44963265,3.051306911,1.77261505,1,1,8,8,17,166,167,0,0,900,0,15,900,0,NA,NA,pm,-0.182666236,0.339792467,-0.540549175,leaf_litter,5,y,C,down,1,0,0,1,0,1,0,0
se210,st joseph,1StC3,2,control,y,532,0,63,5,0.369215857,1.173186268,1.45331834,3.491389712,1.70969387,1,1,2,2,308,10,10,0,0,900,0,15,900,0,NA,NA,pm,0.054150698,0.977915434,0.098982623,sand,2,y,C,down,1,0,0,1,0,0,0,0
se211,st joseph,1StC1,2,prey,y,562,0,53,7,0.457881897,1.198657087,1.449324093,2.947301355,1.837146344,1,1,13,13,151,780,1489,336,336,178,722,15,900,10,0.2,27.3,pm,-0.329319087,0.482369127,-1.003596928,rock,4,y,C,down,1,1,0,0,0,0,0,0
se212,st joseph,1StC2,2,prey,y,583,0.017033339,50,7.5,0.330413773,1.193124598,1.449169732,2.860577551,1.77261505,1,1,9,9,153,506,506,19,19,357,543,15,900,10,0.2,27.3,pm,-0.353007698,0.305499569,-0.633335614,leaf_litter,5,y,C,down,1,1,0,1,0,1,0,0
se213,st joseph,1StC3,2,prey,y,603,0,63,5,0.369215857,1.173186268,1.450710878,3.52598627,1.70969387,1,1,2,2,456,30,30,0,0,900,0,15,900,10,0.2,27.3,pm,0.035630453,0.911765081,0.151686668,sand,2,y,C,down,1,0,0,1,0,0,0,0
se214,arima,4ArB1,2,prey,n,210,0.008600172,51,2,0.387389826,1.195899652,1.416973173,3.518592895,1.97913847,1,1,21,21,64,853,976,0,0,900,0,15,900,10,0.4,27.5,am,-1.389780671,-0.557315267,0.329392433,pebbles,3,y,B,mid,1,1,0,0,0,0,0,0
se215,arima,4ArB2,2,prey,n,232,0,54,10,0.408239965,1.152288344,1.430075056,4.498391477,1.484726804,1,1,24,24,169,868,1189,57,57,591,309,15,900,10,0.4,27.5,am,1.271058708,0.547213125,0.213590258,pebbles,3,y,B,mid,1,1,0,0,0,0,0,0
se216,arima,4ArB3,2,prey,n,248,0,56,10,0.413299764,1.184691431,1.427486109,4.504585979,1.489958479,1,1,14,14,120,568,617,10,10,121,779,15,900,10,0.4,27.5,am,1.41811007,0.295425771,0.222944708,pebbles,3,y,B,mid,1,1,0,0,0,0,0,0
se217,arima,4ArB1,2,control,n,280,0.008600172,51,2,0.387389826,1.195899652,1.431363764,4.143218777,1.97913847,1,1,8,8,291,104,109,0,0,900,0,15,900,0,NA,NA,am,-0.595527868,-0.098819921,0.461659835,pebbles,3,y,B,mid,1,1,0,0,0,0,0,0
se218,arima,4ArB2,2,control,n,309,0,54,10,0.408239965,1.152288344,1.448551739,4.703884366,1.484726804,1,1,15,15,113,178,236,0,0,900,0,15,900,0,NA,NA,am,1.78468679,1.06757499,0.073935372,pebbles,3,y,B,mid,1,1,0,0,0,0,0,0
se219,arima,4ArB3,2,control,n,325,0,56,10,0.413299764,1.184691431,1.43679851,4.552005076,1.489958479,1,1,7,7,117,130,147,0,0,900,0,15,900,0,NA,NA,am,1.629336451,0.55126115,0.123424527,pebbles,3,y,B,mid,1,1,0,0,0,0,0,0
se220,arima,4ArA1,2,control,y,428,0,92,12,0.748188027,1.230448921,1.427161403,4.46865743,0.710963119,1,1,18,18,154,201,200,0,0,900,0,15,900,0,NA,NA,pm,3.57848858,0.654372707,-0.096861861,silt,1,y,A,up,1,1,0,0,0,0,0,0
se221,arima,4ArA2,2,control,y,445,0,53,10,0.36361198,1.247973266,1.477410688,4.29626427,1.442166086,1,1,1,1,500,9,9,0,0,840,0,14,840,0,NA,NA,pm,2.481679297,1.113047553,-0.560197036,silt,1,y,A,up,0,1,0,0,0,0,0,0
se222,arima,4ArA3,2,control,y,460,0,67,12,0.440909082,1.250420002,1.433129518,3.929874951,0.63748973,1,1,6,6,159,67,67,0,0,900,0,15,900,0,NA,NA,pm,2.941543906,0.122283701,-0.015441522,silt,1,y,A,up,1,0,0,0,0,0,0,0
se223,arima,4ArA1,2,prey,y,479,0,92,12,0.748188027,1.230448921,1.485437481,4.347864503,0.710963119,1,1,42,42,122,766,1283,241,241,173,727,15,900,11,0.27,24.9,pm,4.546025206,2.207542097,-0.936280904,silt,1,y,A,up,1,1,0,0,0,0,0,0
se224,arima,4ArA2,2,prey,y,495,0,53,10,0.36361198,1.247973266,1.447468131,4.751698335,1.442166086,0,0,0,0,840,0,0,0,0,840,0,14,840,11,0.27,24.9,pm,2.318344303,0.360075869,0.075193999,silt,1,y,A,up,0,0,0,0,0,0,0,0
se225,arima,4ArA3,2,prey,y,510,0,67,12,0.440909082,1.250420002,1.445448514,4.558539739,0.63748973,1,1,7,7,109,76,96,0,0,900,0,15,900,11,0.27,24.9,pm,3.70118636,0.525537851,0.146533185,silt,1,y,A,up,1,1,0,0,0,0,0,0
